Carrier,Manufacture,Model,Release_Date,Bulletin_Level,difference,Android_Level_Guessed,build
AT&T,Samsung,Galaxy S8 Active,2017-08-09,2017-08-01,8.0,False,G892AUCU1AQG4 nan nan
AT&T,LG,LG K20,2017-08-11,2017-05-01,102.0,False,MPSS.JO.2.0.c1.2-00029-8937_GENNS_PACK-1 NRD90U M25510I
AT&T,LG,LG K20,2017-08-11,2017-08-01,10.0,False,MPSS.JO.2.0.c1.2-00029-8937_GENNS_PACK-1 NRD90U M25510k
AT&T,LG,LG K10,2017-08-14,2017-07-01,44.0,False,MPSS.JO.2.0.c1.2-00020-8909_GEN_PACK-1.90266.1.93441.1.106743.1 NRD90U K42520i
AT&T,nan,Galaxy S8+,2017-08-21,2017-08-01,20.0,nan,nan nan nan
AT&T,nan,Galaxy S8,2017-08-21,2017-08-01,20.0,nan,nan nan nan
AT&T,Motorola,Motorola Moto e,2017-08-21,2017-06-05,77.0,False,M8916_2020602.05.03.21.07RS LPI23.29-18.5 nan
AT&T,Samsung,Galaxy S6 active,2017-08-24,2017-08-01,23.0,False,G890AUCU6DQK3 NRD90M.G890AUCU6DQK3 nan
AT&T,Samsung,Galaxy S6 edge+,2017-08-25,2017-08-01,24.0,False,G928AUCU4EQK6 NRD90M.G928AUCU4EQK6 nan
AT&T,Samsung,Galaxy Note 5,2017-08-25,2017-08-01,24.0,False,N920AUCU4EQK6 NRD90M.N920AUCU4EQK6 nan
AT&T,Samsung,Galaxy S6,2017-08-25,2017-08-01,24.0,False,G920AUCS6EQJ1 NRD90M.G920AUCS6EQJ1 nan
AT&T,Samsung,Galaxy S6 edge,2017-08-25,2017-08-01,24.0,False,G925AUCS6EQJ2 NRD90M.G925AUCS6EQJ2 nan
AT&T,Samsung,Galaxy S7 edge,2017-08-28,2017-08-01,27.0,False,G935AUCS4BQJ2 NRD90M.G935AUCS4BQJ2 nan
AT&T,Motorola,Motorola Moto Z2 Force Edition,2017-09-01,2017-09-01,0.0,False,M8998_24.71.01.87R NUS_ATT NCX26.122-59-8-6 nan
AT&T,Motorola,Motorola Moto Z2 Force Edition,2017-09-01,2017-08-01,31.0,False,M8998_24.71.01.87R NUS_ATT NCXS26.122-59-8-9 nan
AT&T,LG,LG Phoenix 3,2017-09-05,2017-08-01,35.0,False,MPSS.JO.2.0.c1.2-00020-8909_GEN_PACK-1.92496.1.104247.1 nan M15020f
AT&T,LG,LG G5,2017-09-11,2017-08-01,41.0,True,nan OPR1.170623.032Software nan
AT&T,Samsung,Galaxy Note8,2017-09-25,2017-09-01,24.0,False,N950USQU1AQIA NMF26X.N950USQU1AQIA nan
AT&T,ZTE,ZTE Maven 2,2017-09-25,2017-09-01,24.0,False,Z831H01 Z831V1.0.0B32 nan
AT&T,Samsung,Galaxy Note8,2017-09-25,2017-08-01,55.0,False,N950USQU2BQJA NMF26X.N950USQU2BQJA nan
AT&T,BlackBerry,BlackBerry KEYone,2017-09-26,2017-09-05,21.0,False,MPSS.TA.2.3.c1-00333-8953_GEN_PACK-1.103777.4.107751.1 AAT030 nan
AT&T,BlackBerry,BlackBerry KEYone,2017-09-26,2017-09-01,25.0,False,MPSS.TA.2.3.c1-00333-8953_GEN_PACK-1.103777.4.107751.1 AAR649 nan
AT&T,ZTE,ZTE Maven 3,2017-10-03,2017-09-01,32.0,True,nan Z835V2.0.0B14File nan
AT&T,LG,LG G5,2017-10-04,2017-09-01,33.0,False,MPSS.TH.2.0.c1.4-00041-M8996FAAAANAZM-1.109835.1a.128516.1 NRD90U H82020r
AT&T,LG,LG V20,2017-10-04,2017-08-01,64.0,False,MPSS.TH.2.0.1.c3-00045-M8996FAAAANAZM-1.145041.1.149166.1 NRD90M H91010v
AT&T,LG,LG X venture,2017-10-04,2017-09-01,33.0,False,MPSS.TA.2.3.c4-00011-8940_GEN_PACK-1.114711.1 NRD90U H70010l
AT&T,LG,LG V30,2017-10-06,2017-10-01,5.0,False,nan nan H93120d
AT&T,Samsung,Galaxy Note II,2017-10-11,2017-08-01,71.0,False,I317UCAMA4 nan nan
AT&T,Motorola,Motorola Moto e5 play,2017-10-11,2017-08-01,71.0,True,nan nan nan
AT&T,Kyocera,Kyocera DuraForce PRO 2,2017-10-18,2017-07-05,105.0,False,nan nan 1.301AT
AT&T,Samsung,Galaxy S7 edge,2017-10-26,2017-10-01,25.0,False,G935AUCU4BQK2 NRD90M.G935AUCU4BQK2 nan
AT&T,LG,LG V20,2017-10-31,2017-10-01,30.0,False,MPSS.TH.2.0.1.c3-00058-M8996FAAAANAZM-1.155473.1.156374.2 OPR1.170623.032 H91020g
AT&T,Motorola,Motorola Moto Z2 Force Edition,2017-10-31,2017-10-01,30.0,False,M8998_20207.117.02.41R OCX27.109-47 nan
AT&T,BlackBerry,BlackBerry KEYone,2017-10-31,2017-10-05,26.0,False,MPSS.TA.2.3.c1-00333-8953_GEN_PACK-1.103777.4.107751.1 AAV056 nan
AT&T,Samsung,Galaxy Note 5,2017-11-07,2017-10-01,37.0,False,N920AUCS4EQL1 NRD90M.N920AUCS4EQL1 nan
AT&T,Samsung,Galaxy S6 edge+,2017-11-07,2017-10-01,37.0,False,G928AUCS4EQL1 NRD90M.G928AUCS4EQL1 nan
AT&T,nan,Galaxy S8+,2017-11-08,2017-10-01,38.0,nan,nan nan nan
AT&T,nan,Galaxy S8,2017-11-08,2017-10-01,38.0,nan,nan nan nan
AT&T,Samsung,Galaxy S6 edge,2017-11-09,2017-10-01,39.0,False,G925AUCU6EQK3 NRD90M.G925AUCU6EQK3 nan
AT&T,LG,LG Phoenix 3,2017-11-09,2017-10-01,39.0,False,MPSS.JO.2.0.c1.2-00020-8909_GEN_PACK-1.92496.1.104247.1 nan M15020g
AT&T,Samsung,Galaxy S6,2017-11-09,2017-10-01,39.0,False,G920AUCU6EQK3 NRD90M.G920AUCU6EQK3 nan
AT&T,Samsung,Galaxy S6 active,2017-11-10,2017-10-01,40.0,False,G890AUCS7DRA2 NRD90M.G890AUCS7DRA2 nan
AT&T,Samsung,Galaxy Note8,2017-11-14,2017-10-01,44.0,False,N950USQS2BQK2 NMF26X.N950USQS2BQK2 nan
AT&T,BlackBerry,BlackBerry KEYone,2017-11-15,2017-11-06,9.0,False,MPSS.TA.2.3.c1-00333-8953_GEN_PACK-1.103777.4.107751.1 AAW392 nan
AT&T,Samsung,Galaxy J7 (J727A),2017-11-15,2017-11-01,14.0,False,J727AUCS1AQJ1 nan nan
AT&T,LG,LG K20,2017-11-16,2017-10-01,46.0,False,MPSS.JO.2.0.c1.2-00029-8937 NRD90U M25510q
AT&T,nan,LG G6 (H871,2017-11-22,2017-11-01,21.0,nan,nan nan nan
AT&T,nan,LG  H871S),2017-11-22,2017-11-01,21.0,nan,nan nan nan
AT&T,Samsung,Galaxy Note8,2017-12-04,2017-11-01,33.0,False,N950USQS2BQL5 NMF26X.N950USQS2BQL5 nan
AT&T,LG,LG G5,2017-12-05,2017-11-06,29.0,False,MPSS.TH.2.0.c1.4-00041-M8996FAAAANAZM-1.109835.1a.128516.1 NRD90U H82020s
AT&T,Samsung,Galaxy S7 edge,2017-12-08,2017-11-01,37.0,False,G935AUCS4BQL1 nan nan
AT&T,nan,Galaxy S8,2017-12-08,2017-11-01,37.0,nan,nan nan nan
AT&T,nan,Galaxy S8+,2017-12-08,2017-11-01,37.0,nan,nan nan nan
AT&T,LG,LG G5,2017-12-12,2017-11-01,41.0,False,MPSS.TH.2.0.c1.4-00013-M8996FAAAANAZM-2.44625.9 MMB29M H82010h
AT&T,Motorola,Motorola Moto Z2 Force Edition,2017-12-12,2017-11-01,41.0,False,M8998_20207.117.02.41R OCXS27.109-47-11 nan
AT&T,ZTE,ZTE Maven 2,2017-12-12,2017-11-01,41.0,False,Z831H01 Z831V1.0.0B34 nan
AT&T,Samsung,Galaxy Note 5,2017-12-12,2017-11-01,41.0,False,N920AUCS5ERA2 NRD90M.N920AUCS5ERA2 nan
AT&T,Samsung,Galaxy S6 edge+,2017-12-13,2017-11-01,42.0,False,G928AUCS5ERA2 NRD90M.G928AUCS5ERA2 nan
AT&T,ZTE,ZTE Maven 3,2017-12-13,2017-10-02,72.0,False,Z835H01 Z835V2.0.0B10 nan
AT&T,LG,LG V30,2017-12-19,2017-12-01,18.0,True,nan nan nan
AT&T,Kyocera,Kyocera DuraForce Pro,2017-12-19,2017-10-01,79.0,False,nan nan 1.017AT
AT&T,Samsung,Galaxy S6 active,2017-12-21,2017-12-01,20.0,False,G890AUCS7DRB1 NRD90M.G890AUCS7DRB1 nan
AT&T,Samsung,Galaxy S6 edge,2017-12-21,2017-12-01,20.0,False,G925AUCS7ERA2 NRD90M.G925AUCS7ERA2 nan
AT&T,Samsung,Galaxy S6,2017-12-21,2017-12-01,20.0,False,G920AUCS7ERA2 NRD90M.G920AUCS7ERA2 nan
AT&T,Samsung,Galaxy S6 edge+,2017-12-27,2017-12-01,26.0,False,G928AUCS5ERB2 NRD90M.G928AUCS5ERB2 nan
AT&T,nan,Galaxy S8,2017-12-27,2017-12-01,26.0,nan,nan nan nan
AT&T,nan,Galaxy S8+,2017-12-27,2017-12-01,26.0,nan,nan nan nan
AT&T,Samsung,Galaxy Note 5,2017-12-28,2017-12-01,27.0,False,N920AUCS5ERB2 NRD90M.N920AUCS5ERB2 nan
AT&T,Samsung,Galaxy Note8,2017-12-28,2017-12-01,27.0,False,N950USQS3BRA8 NMF26X.N950USQS3BRA8 nan
AT&T,LG,LG Prime 2,2018-01-03,2017-11-01,63.0,True,nan PKQ1.190414.001Software nan
AT&T,LG,LG Phoenix 3,2018-01-03,2017-12-01,33.0,False,MPSS.JO.2.0.c1.2-00020-8909_GEN_PACK-1.92496.1.104247.1 NRD90U M15020h
AT&T,LG,LG Stylo 5+,2018-01-03,2018-01-01,2.0,False,nan nan Q720AM10b
AT&T,LG,LG K20,2018-01-08,2017-12-01,38.0,False,MPSS.JO.2.0.c1.2-00029-8937 NRD90U M25510r
AT&T,BlackBerry,BlackBerry KEYone,2018-01-22,2018-01-05,17.0,False,MPSS.TA.2.3.c1-00333-8953_GEN_PACK-1.140059.1.140665.2 ABA075 nan
AT&T,Samsung,Galaxy S6 active,2018-01-26,2018-01-01,25.0,False,G890AUCS7DRC1 NRD90M.G890AUCS7DRC1 nan
AT&T,LG,LG X venture,2018-01-26,2017-12-01,56.0,False,MPSS.TA.2.3.c4-00011-8940_GEN_PACK-1.114711.1 NRD90U H70010m
AT&T,Samsung,Galaxy S6 edge,2018-01-26,2018-01-01,25.0,False,G925AUCU7ERB1 NRD90M.G925AUCU7ERB1 nan
AT&T,Samsung,Galaxy S6,2018-01-26,2018-01-01,25.0,False,G920AUCU7ERB1 NRD90M.G920AUCU7ERB1 nan
AT&T,Samsung,Galaxy Note8,2018-01-26,2018-01-01,25.0,False,N950USQS3BRB2 NMF26X.N950USQS3BRB2 nan
AT&T,Samsung,Galaxy Note 5,2018-02-02,2018-01-01,32.0,False,N920AUCU5ERB5 NRD90M.N920AUCU5ERB5 nan
AT&T,Samsung,Galaxy S6 edge+,2018-02-02,2018-01-01,32.0,False,G928AUCU5ERB5 NRD90M.G928AUCU5ERB5 nan
AT&T,ZTE,ZTE Maven 3,2018-02-05,2018-01-01,35.0,False,Z835H01 Z835V2.0.0B12 nan
AT&T,LG,LG G5,2018-02-05,2018-01-01,35.0,False,MPSS.TH.2.0.c1.4-00041-M8996FAAAANAZM-1.128516.1.135048.1 NRD90U H82020t
AT&T,Motorola,Motorola Moto Z2 Force Edition,2018-02-20,2018-01-01,50.0,False,M8998_20207.117.02.41R OCXS27.109-47-14 nan
AT&T,ZTE,ZTE Maven,2018-02-21,2018-02-01,20.0,True,nan Z812V1.0.0B29File nan
AT&T,Kyocera,Kyocera DuraForce Pro,2018-02-23,2018-01-05,49.0,False,nan nan 1.034AT
AT&T,LG,LG V30,2018-02-23,2018-01-05,49.0,False,nan nan H93111N
AT&T,BlackBerry,BlackBerry KEYone,2018-02-27,2018-02-05,22.0,False,MPSS.TA.2.3.c1-00723-8953_GEN_PACK-1.153374.2 ABD375 nan
AT&T,Samsung,Galaxy S6,2018-03-06,2018-02-01,33.0,True,nan NRD90M.G920AUCS7ERC1Previous nan
AT&T,Samsung,Galaxy Note 3,2018-03-06,2018-02-01,33.0,True,nan LRX21V.N900AUCSEOC3 3.4.0
AT&T,HTC,HTC Desire 610,2018-03-07,2018-01-01,65.0,True,1.101.1372.19.1121_1 0.27.4205.OOL_F 1 .53.502.11 CL343839 1 .53.502.11
AT&T,LG,LG K20,2018-03-08,2018-02-01,35.0,False,MPSS.JO.2.0.c1.2-00029-8937_GENNS_PACK-1 NRD9OU M25510s
AT&T,LG,LG Phoenix 3,2018-03-08,2018-02-01,35.0,False,MPSS.JO.2.0.c1.2-00020-8909_GEN_PACK-1.92496.1.104247.1 NRD90U M15020l
AT&T,Samsung,Galaxy Note8,2018-03-09,2018-02-01,36.0,False,N950USQU3CRC2 R16NW.N950USQU3CRC2 nan
AT&T,nan,Galaxy S8,2018-03-09,2018-02-01,36.0,nan,nan nan nan
AT&T,nan,Galaxy S8+,2018-03-09,2018-02-01,36.0,nan,nan nan nan
AT&T,Samsung,Galaxy Note 5,2018-03-09,2018-02-01,36.0,False,N920AUCS5ERD1 NRD90M.N920AUCS5ERD1 nan
AT&T,Samsung,Galaxy S6 edge+,2018-03-09,2018-02-01,36.0,False,G928AUCS5ERD1 NRD90M.G928AUCS5ERD1 nan
AT&T,Samsung,Galaxy S6 active,2018-03-09,2018-02-01,36.0,False,G890AUCS7DRD3 NRD90M.G890AUCS7DRD3 nan
AT&T,LG,LG X venture,2018-03-13,2018-02-01,40.0,False,nan NRD90U H70010o
AT&T,nan,Galaxy S9,2018-03-16,2018-03-01,15.0,nan,nan nan nan
AT&T,nan,Galaxy  S9+,2018-03-16,2018-03-01,15.0,nan,nan nan nan
AT&T,BlackBerry,BlackBerry KEYone,2018-03-26,2018-03-05,21.0,False,MPSS.TA.2.3.c1-00723-8953_GEN_PACK-1.153374.2 ABG360 nan
AT&T,Huawei,Huawei Ascend XT,2018-03-26,2018-02-01,53.0,True,nan H1611C07B180Previous 3.10.49
AT&T,nan,LG G6 (H871,2018-03-26,2018-03-01,25.0,nan,nan nan nan
AT&T,nan,LG  H871S),2018-03-26,2018-03-01,25.0,nan,nan nan nan
AT&T,Samsung,Galaxy Note8,2018-03-27,2018-03-01,26.0,False,N950USQU4CRD7 R16NW.N950USQU4CRD7 nan
AT&T,Samsung,Galaxy Note 5,2018-03-27,2018-03-01,26.0,False,N920AUCS5ERE1 NRD90M.N920AUCS5ERE1 nan
AT&T,Samsung,Galaxy S6 edge+,2018-03-27,2018-03-01,26.0,False,G928AUCS5ERE1 NRD90M.G928AUCS5ERE1 nan
AT&T,nan,Galaxy S8,2018-03-31,2018-03-01,30.0,nan,nan nan nan
AT&T,nan,Galaxy S8+,2018-03-31,2018-03-01,30.0,nan,nan nan nan
AT&T,Alcatel,Alcatel IdealXCITE and CAMEOX,2018-04-03,2018-02-05,57.0,False,JO.2.0.c1-00150-8909_GEN_PACK-1 nan YAMUAM0
AT&T,Alcatel,Alcatel IdealXCITE and CAMEOX,2018-04-03,2018-04-01,2.0,True,nan YB4UA40File nan
AT&T,Huawei,Huawei Ascend XT,2018-04-03,2018-03-01,33.0,False,20234 H1611C07B140 nan
AT&T,Samsung,Galaxy S6 active,2018-04-04,2018-03-01,34.0,False,G890AUCS7DRE1 NRD90M.G890AUCS7DRE1 nan
AT&T,LG,LG Stylo 5+,2018-04-24,2018-03-01,54.0,True,nan PKQ1.190302.001Software nan
AT&T,Samsung,Galaxy Note 5,2018-05-07,2018-04-01,36.0,False,N920AUCS5ERF2 NRD90M.N920AUCS5ERF2 nan
AT&T,Samsung,Galaxy S6 edge+,2018-05-07,2018-04-01,36.0,False,G928AUCS5ERF2 NRD90M.G928AUCS5ERF2 nan
AT&T,nan,Galaxy S8+,2018-05-09,2018-04-01,38.0,nan,nan nan nan
AT&T,nan,Galaxy S8,2018-05-09,2018-04-01,38.0,nan,nan nan nan
AT&T,LG,LG K20,2018-05-15,2018-04-01,44.0,False,MPSS.JO.2.0.c1.2-00029-8937_GENNS_PACK-1 NRD9OU M25510u
AT&T,Samsung,Galaxy Note8,2018-05-15,2018-04-01,44.0,False,N950USQS4CRE1 R16NW.N950USQS4CRE1 nan
AT&T,LG,LG X venture,2018-05-16,2018-04-01,45.0,False,nan OPM1.171019.026 H70020a
AT&T,nan,Galaxy S8+,2018-05-23,2018-05-01,22.0,nan,nan nan nan
AT&T,nan,Galaxy S8,2018-05-23,2018-05-01,22.0,nan,nan nan nan
AT&T,Samsung,Galaxy Note 5,2018-05-25,2018-05-01,24.0,False,N920AUCS5ERG1 NRD90M.N920AUCS5ERG1 nan
AT&T,Samsung,Galaxy S7 edge,2018-05-29,2018-05-01,28.0,True,G935AUCS2APC2 MMB29M.G935AUCS2APC2 nan
AT&T,Samsung,Galaxy S6 edge+,2018-05-29,2018-05-01,28.0,False,G928AUCS5ERG1 NRD90M.G928AUCS5ERG1 nan
AT&T,BlackBerry,BlackBerry KEYone,2018-05-29,2018-04-01,58.0,False,MPSS.TA.2.3.c1-00723-8953_GEN_PACK-1.153374.2 ABI975 nan
AT&T,Samsung,Galaxy Note8,2018-05-29,2018-05-01,28.0,False,N950USQU4CRF3 R16NW.N950USQU4CRF3 nan
AT&T,LG,LG Phoenix 3,2018-06-05,2018-04-01,65.0,False,MPSS.JO.2.0.c1.2-00020-8909_GEN_PACK-1.92496.1.104247.1 NRD90U M15020n
AT&T,Motorola,Motorola Moto G6 Play,2018-06-06,2018-06-01,5.0,False,nan OCP27.91-62 nan
AT&T,BlackBerry,BlackBerry KEYone,2018-06-12,2018-06-01,11.0,False,MPSS.TA.2.3.c1-00723-8953_GEN_PACK-1.153374.2 ABL183 nan
AT&T,nan,Galaxy S8+,2018-06-19,2018-06-01,18.0,nan,nan nan nan
AT&T,nan,Galaxy S8,2018-06-19,2018-06-01,18.0,nan,nan nan nan
AT&T,Samsung,Galaxy Note8,2018-06-26,2018-06-01,25.0,False,N950USQS5CRF6 R16NW.N950USQS5CRF6 nan
AT&T,Samsung,Galaxy Express prime,2018-06-28,2018-06-01,27.0,True,nan NMF26X.J320AUCS3BQL2File 3.10.9
AT&T,Samsung,Galaxy S6 active,2018-07-02,2018-06-01,31.0,True,nan NRD90M.G890AUCS7DRF2Previous nan
AT&T,nan,LG  H871S),2018-07-03,2018-06-01,32.0,nan,nan nan nan
AT&T,nan,LG G6 (H871,2018-07-03,2018-06-01,32.0,nan,nan nan nan
AT&T,nan,Galaxy S8+,2018-07-16,2018-07-01,15.0,nan,nan nan nan
AT&T,nan,Galaxy S8,2018-07-16,2018-07-01,15.0,nan,nan nan nan
AT&T,Samsung,Galaxy J3 (2018),2018-07-20,2018-07-01,19.0,False,J337AUCU3ARJ1 R16NW.J337AUCU3ARJ1 nan
AT&T,Samsung,Galaxy Express Prime 3,2018-07-20,2018-07-01,19.0,False,J337AUCS1ARG1 nan nan
AT&T,Samsung,Galaxy Note8,2018-07-23,2018-07-01,22.0,False,N950USQU5CRG7 R16NW.N950USQU5CRG7 nan
AT&T,LG,LG V35 ThinQ,2018-07-25,2018-07-01,24.0,False,nan nan V350AWM10i
AT&T,LG,K30,2018-07-25,2018-05-01,85.0,False,MPSS.JO.3.0.c12-00005-8937_GENNS_PACK-1 OPM1.171019.019 X410AS10c
AT&T,LG,K30,2018-07-25,2018-07-01,24.0,False,MPSS.JO.3.0.c12-00005-8937_GENNS_PACK-1 OPM1.171019.019 X410AS10a
AT&T,Samsung,Galaxy Express prime,2018-07-26,2018-07-01,25.0,False,J320AUCU1APC9 MMB29K.J320AUCU1APC9 nan
AT&T,Samsung,Galaxy S6 active,2018-07-26,2018-07-01,25.0,False,G890AUCU2AOF3 LRX22G.G890AUCU2AOF3 nan
AT&T,LG,LG Prime 2,2018-08-01,2018-05-01,92.0,False,nan nan X320AA10d
AT&T,ZTE,ZTE Maven,2018-08-01,2018-05-01,92.0,False,Z812H01 Z812V1.0.0B19 Z812V1.0.0B19
AT&T,LG,LG V30,2018-08-06,2018-05-01,97.0,False,nan nan H93120c
AT&T,Kyocera,Kyocera DuraForce Pro,2018-08-06,2018-05-01,97.0,False,nan nan 1.50AT (2GB RAM) or 3.017AT (3GB RAM)
AT&T,Kyocera,Kyocera DuraForce PRO 2,2018-08-10,2018-05-05,97.0,None,nan nan 1.501AT
AT&T,Motorola,Motorola Moto Z2 Force Edition,2018-08-14,2018-07-01,44.0,False,M8998_20207.117.02.41R OCXS27.109-47-17 nan
AT&T,BlackBerry,BlackBerry KEYone,2018-08-15,2018-07-05,41.0,False,MPSS.TA.2.3.c1-00723-8953_GEN_PACK-1.153374.2 ABM658 nan
AT&T,Samsung,Galaxy J7 (2018),2018-08-16,2018-08-01,15.0,False,J737AUCS2ARH1 nan nan
AT&T,Samsung,Galaxy Note9,2018-08-24,2018-08-01,23.0,False,N960USQU1ARH4 nan nan
AT&T,LG,K30,2018-08-27,2018-08-01,26.0,False,MPSS.JO.3.0.c12-00005-8937_GENNS_PACK-1 OPM1.171019.019 X410AS10f
AT&T,nan,Galaxy S8,2018-08-30,2018-08-01,29.0,nan,nan nan nan
AT&T,nan,Galaxy S8+,2018-08-30,2018-08-01,29.0,nan,nan nan nan
AT&T,LG,LG Phoenix 4,2018-08-31,2018-08-01,30.0,False,MPSS.JO.3.0.c12-00013-8937_GENNS_PACK-1 N2G47H X210APM10h
AT&T,ZTE,ZTE Maven 2,2018-08-31,2018-04-01,152.0,True,nan Z831V1.0.0B36File nan
AT&T,ASUS,ASUS PadFone X,2018-08-31,2018-04-01,152.0,True,nan ATT_11.10.11.2File 3.4.0
AT&T,Samsung,Galaxy Note8,2018-08-31,2018-08-01,30.0,False,N950USQS5CRI4 R16NW.N950USQS5CRI4 nan
AT&T,Kyocera,Kyocera DuraForce Pro,2018-09-18,2018-08-01,48.0,False,nan nan 1.050AT (2GB RAM) or 3.030AT (3GB RAM)
AT&T,BlackBerry,BlackBerry KEYone,2018-09-24,2018-09-01,23.0,False,MPSS.TA.2.3.c1-00723-8953_GEN_PACK-1.153374.2 ABO838 nan
AT&T,nan,Galaxy S8+,2018-09-25,2018-09-01,24.0,nan,nan nan nan
AT&T,nan,Galaxy S8,2018-09-25,2018-09-01,24.0,nan,nan nan nan
AT&T,Samsung,Galaxy Note8,2018-10-02,2018-09-01,31.0,False,N950USQU5CRIA R16NW.N950USQU5CRIA nan
AT&T,Motorola,Motorola Moto Z2 Force Edition,2018-10-09,2018-09-01,38.0,False,nan OCXS27.109-47-20 nan
AT&T,LG,LG K20,2018-10-10,2018-08-01,70.0,False,MPSS.JO.2.0.c1.2-00044-8937_GENNS_PACK-1 OPM1.171019.026 M25520c
AT&T,AT&T,AT&T AXIA,2018-10-22,2018-10-01,21.0,False,nan nan 1A76
AT&T,Samsung,Galaxy Note8,2018-10-23,2018-10-01,22.0,False,N950USQS5CRJ3 R16NW.N950USQS5CRJ3 nan
AT&T,LG,LG Xpression Plus,2018-10-24,2018-10-01,23.0,False,nan nan X410AS10f
AT&T,Alcatel,Alcatel IdealXCITE and CAMEOX,2018-10-24,2018-08-01,84.0,False,JO.2.0.c1-00267-8909_GEN_PACK-2 nan YAYUAY0
AT&T,nan,Galaxy S8,2018-10-26,2018-10-01,25.0,nan,nan nan nan
AT&T,nan,Galaxy S8+,2018-10-26,2018-10-01,25.0,nan,nan nan nan
AT&T,LG,K30,2018-10-26,2018-10-01,25.0,False,MPSS.JO.3.0.c12-00015-8937_GENNS_PACK-1 OPM1.171019.019 X410ASR10g
AT&T,LG,LG Phoenix 4,2018-10-29,2018-10-01,28.0,False,MPSS.JO.3.0.c12-00013-8937_GENNS_PACK-1 N2G47H X210APM10k
AT&T,LG,LG K20,2018-10-30,2018-10-01,29.0,False,MPSS.JO.2.0.c1.2-00044-8937_GENNS_PACK-1 OPM1.171019.026 M25520d
AT&T,Samsung,Galaxy J3 (2018),2018-10-30,2018-09-01,59.0,False,J337AUCU4ARL1 R16NW.J337AUCU4ARL1 nan
AT&T,RED,RED Hydrogen One,2018-11-01,2018-09-01,61.0,False,MPSS.JO.3.0-00459-8909_GEN_PACK-1.154660.1 H1A1000.007ho.01.01.01r252 nan
AT&T,RED,RED Hydrogen One,2018-11-01,2018-11-01,0.0,False,MPSS.AT.2.0.C4-00933-8998_GEN_PACK-1.160736.2.163182.1 H1A1000.007ho.01.01.01r230 nan
AT&T,BlackBerry,BlackBerry KEYone,2018-11-05,2018-10-05,31.0,False,MPSS.TA.2.3.c1-00723-8953_GEN_PACK-1.153374.2 ABR128 nan
AT&T,Samsung,Galaxy A6,2018-11-06,2018-11-01,5.0,False,G892AUCU3BRJ2 nan nan
AT&T,LG,LG V40 ThinQ,2018-11-14,2018-11-01,13.0,False,MPSS.AT.4.0.c2.9-00051-SDM845_GEN_PACK-1.167827.1.170033.3 OPM1.171019.026 V405UA10k
AT&T,LG,LG V40 ThinQ,2018-11-14,2018-10-01,44.0,False,MPSS.AT.4.0.c2.9-00051-SDM845_GEN_PACK-1.167827.1.170033.3 OPM1.171019.026 V405UA10l
AT&T,Samsung,Galaxy J3 (2018),2018-11-23,2018-10-01,53.0,True,nan PPR1.180610.011.J337AUCS9BTB1File nan
AT&T,Samsung,Galaxy Note8,2018-11-28,2018-11-01,27.0,False,N950USQS5CRK R16NW.N950USQS5CRK1 nan
AT&T,BlackBerry,BlackBerry KEYone,2018-12-03,2018-11-05,28.0,False,MPSS.TA.2.3.c1-00723-8953_GEN_PACK-1.188623.1.193466.2 ABU380 nan
AT&T,nan,Galaxy S8,2018-12-05,2018-11-01,34.0,nan,nan nan nan
AT&T,nan,Galaxy S8+,2018-12-05,2018-11-01,34.0,nan,nan nan nan
AT&T,Alcatel,Alcatel idealXtra,2018-12-07,2018-12-01,6.0,True,nan nan nan
AT&T,LG,LG Phoenix 4,2018-12-12,2018-11-01,41.0,False,MPSS.JO.3.0.c12-00013-8937_GENNS_PACK-1 nan X210APM10l
AT&T,Alcatel,Alcatel IdealXCITE and CAMEOX,2018-12-18,2018-10-05,74.0,False,JO.2.0.c1-00267-8909_GEN_PACK-2 YB3UA30 nan
AT&T,LG,K30,2018-12-18,2018-12-01,17.0,False,MPSS.JO.3.0.c12-00015-8937_GENNS_PACK-1 OPM1.171019.019 X410AS10i
AT&T,Motorola,Motorola Moto Z2 Force Edition,2018-12-18,2018-11-01,47.0,False,nan OCXS27.109-47-23 nan
AT&T,LG,LG K20,2018-12-18,2018-12-01,17.0,False,nan OPM1.171019.026 M25520e
AT&T,Razer,Razer Phone 2,2018-12-19,2018-12-01,18.0,False,nan nan nan
AT&T,Samsung,Galaxy Note8,2018-12-21,2018-12-01,20.0,False,N950USQS5CRL1 R16NW.N950USQS5CRL1 nan
AT&T,BlackBerry,BlackBerry KEYone,2018-12-26,2018-12-05,21.0,False,nan ABV803 nan
AT&T,nan,Galaxy S8,2018-12-31,2018-12-01,30.0,nan,nan nan nan
AT&T,nan,Galaxy S8+,2018-12-31,2018-12-01,30.0,nan,nan nan nan
AT&T,Samsung,Galaxy J3 (2018),2019-01-08,2018-12-01,38.0,False,J337AUCS5ASC1 R16NW.J337AUCS5ASC1 nan
AT&T,LG,LG Phoenix 4,2019-01-16,2019-01-01,15.0,False,MPSS.JO.3.0.c12-00013-8937_GENNS_PACK-1 nan X210APM10m
AT&T,Motorola,Motorola Moto e5 play,2019-01-22,2019-01-01,21.0,False,nan OCPS27.91-157-2 nan
AT&T,nan,Galaxy S8+,2019-01-28,2019-01-01,27.0,nan,nan nan nan
AT&T,LG,LG V40 ThinQ,2019-01-28,2019-01-01,27.0,False,nan OPM1.171019.026 V405UA10o
