Carrier,Manufacture,Model,Release_Date,Bulletin_Level,difference, build,Year_Phone_Release,Month_Phone_Release,Bulletin_Year,Prior_Missed_Bulletins,Days_Since_Last_Security_Updates
T-Mobile,Samsung,Galaxy S9+,2019-04-19,2019-04-01,17,android 9.0baseband version:g965usqs4csc8,2018,3,2019,0.0,29.0
T-Mobile,Samsung,Galaxy S9+,2019-06-12,2019-06-01,10,android 9.0baseband version:g965usqs5csea,2018,3,2019,1.0,54.0
T-Mobile,Samsung,Galaxy S9+,2019-08-01,2019-08-01,-1,android 9.0baseband version:g965usqs5csgc,2018,3,2019,1.0,50.0
T-Mobile,Samsung,Galaxy S9+,2019-11-03,2019-10-01,32,android 9.0baseband version:g965usqu7csj2,2018,3,2019,1.0,94.0
T-Mobile,Samsung,Galaxy S9+,2019-11-13,2019-11-01,11,android 9.0baseband version:g965usqs7csj6,2018,3,2019,0.0,10.0
T-Mobile,Samsung,Galaxy S9+,2019-12-10,2019-12-01,8,android 9.0baseband version:g960usqs7csk3,2018,3,2019,0.0,27.0
T-Mobile,Samsung,Galaxy Tab 3 7.0,2015-08-24,2015-08-01,22,android version 4.4.4baseband version t217tuvuboh1,2013,7,2015,,
T-Mobile,Samsung,Galaxy Tab 3 7.0,2017-02-08,2017-02-01,6,android version 4.4.4baseband version t217tuvsbqa1,2013,7,2017,18.0,534.0
T-Mobile,Samsung,Galaxy Tab 4,2015-09-28,2015-09-01,26,android 5.1.1baseband version: t337tuvu1coh5,2014,5,2015,,
T-Mobile,Samsung,Galaxy Tab 4,2016-08-28,2016-08-01,26,android 5.1.1baseband version: t337tuvs1cpg2,2014,5,2016,11.0,335.0
T-Mobile,Samsung,Galaxy Tab 4,2017-02-01,2017-02-01,-1,android 5.1.1baseband version: t337tuvs1cpl1,2014,5,2017,5.0,157.0
T-Mobile,Samsung,Galaxy Tab A 8.0 (2018),2016-08-22,2016-08-01,20,android version 5.0.2baseband version t357tuvs1aph1,2018,9,2016,,
T-Mobile,Samsung,Galaxy Tab A 8.0 (2018),2017-01-23,2017-01-01,21,android version 5.0.2baseband version t357tuvs1apl1,2018,9,2017,4.0,154.0
T-Mobile,Samsung,Galaxy Tab A 8.0 (2018),2018-12-04,2018-11-01,32,android version: 8.1.0baseband version:t387tuvu1ark2,2018,9,2018,22.0,680.0
T-Mobile,Samsung,Galaxy Tab A 8.0 (2018),2019-03-21,2019-03-01,19,android version: 8.1.0baseband version:t387tuvs1asc1,2018,9,2019,3.0,107.0
T-Mobile,Samsung,Galaxy Tab A 8.0 (2018),2019-09-30,2019-09-01,28,android version: 9.0baseband version:t387tuvu1bsi1,2018,9,2019,5.0,193.0
T-Mobile,Samsung,Galaxy Tab E 8.0,2017-01-18,2017-01-01,16,android 6.0.1baseband version: t377tuvs1apl1,2016,1,2017,,
T-Mobile,Samsung,Galaxy Tab E 8.0,2017-10-02,2017-10-01,0,android 7.0baseband version: t377tuvu1bqi5,2016,1,2017,8.0,257.0
T-Mobile,Samsung,Galaxy Tab S,2015-09-28,2015-09-01,26,android version 5.0.2baseband version t807tuvu1boh2,2014,6,2015,,
T-Mobile,Samsung,Galaxy Tab S,2015-11-02,2015-11-01,0,android version 5.0.2baseband version t807tuvu1boj3,2014,6,2015,1.0,35.0
T-Mobile,Samsung,Galaxy Tab S,2016-01-11,2016-01-01,9,android version 5.0.2baseband version t807tuvs1bol1,2014,6,2016,1.0,70.0
T-Mobile,Samsung,Galaxy Tab S,2017-02-01,2017-02-01,-1,android version 5.0.2baseband version t807tuvs1bpl2,2014,6,2017,13.0,387.0
T-Mobile,Samsung,Galaxy Tab S2,2016-01-11,2016-01-01,9,android version 5.1.1baseband version t817tuvs2aol1,2015,7,2016,,
T-Mobile,Samsung,Galaxy Tab S2,2016-02-29,2016-02-01,27,android version 5.1.1baseband version t817tuvs2apb1,2015,7,2016,0.0,49.0
T-Mobile,Samsung,Galaxy Tab S2,2016-07-18,2016-07-01,16,android version 6.0.1baseband version t817tuvu2bpf1,2015,7,2016,4.0,140.0
T-Mobile,Samsung,Galaxy Tab S2,2017-01-23,2017-01-01,21,android version 6.0.1baseband version t817tuvs2bpl1,2015,7,2017,5.0,189.0
T-Mobile,Samsung,Galaxy Tab S2,2017-02-24,2017-02-01,22,android version 6.0.1baseband version t818tuvs1aqa2,2015,7,2017,0.0,32.0
T-Mobile,Samsung,Galaxy Tab S2,2017-06-05,2017-06-01,3,android version 7.0baseband version t817tuvu2bqe2,2015,7,2017,3.0,101.0
T-Mobile,Samsung,Galaxy Tab S2,2017-11-02,2017-11-01,0,android version 7.0baseband version:  t818tuvu1bqj3,2015,7,2017,4.0,150.0
T-Mobile,Samsung,Galaxy Tab S2,2018-02-01,2018-02-01,-1,android 7.0baseband version:t818tuvs1bra4,2015,7,2018,2.0,91.0
T-Mobile,Samsung,Galaxy Tab S2,2018-05-19,2018-05-01,17,android 7.0baseband version:t818tuvs2bre1,2015,7,2018,2.0,107.0
T-Mobile,Samsung,Galaxy Tab S2,2018-08-01,2018-08-01,-1,android 7.0baseband version:t818tuvs3brg2,2015,7,2018,2.0,74.0
T-Mobile,Samsung,Galaxy Tab S2,2019-02-03,2019-02-01,1,android 7.0baseband version:t818tuvs3bsa1,2015,7,2019,5.0,186.0
T-Mobile,Samsung,Galaxy Tab S2,2019-07-27,2019-07-01,25,android 7.0baseband version:t818tuvs4bsg3,2015,7,2019,4.0,174.0
T-Mobile,Samsung,Galaxy Tab S4,2018-12-20,2018-12-01,18,android 8.1.0baseband version:t837tuvu1ark1,2018,8,2018,,
T-Mobile,Samsung,Galaxy Tab S4,2019-03-01,2019-02-01,27,android 8.1.0baseband version:t837tuvs1asb3,2018,8,2019,1.0,71.0
T-Mobile,Samsung,Galaxy Tab S4,2019-04-28,2019-03-01,57,android 9.0baseband version:t837tuvu1bsd4,2018,8,2019,0.0,58.0
T-Mobile,Samsung,Galaxy Tab S4,2019-06-28,2019-06-01,26,android 9.0baseband version:t837tuvs2bsf2,2018,8,2019,2.0,61.0
T-Mobile,Samsung,Galaxy Tab S4,2019-10-19,2019-08-01,78,android 9.0baseband version:t837tuvu3bsi1,2018,8,2019,1.0,113.0
T-Mobile,Samsung,Galaxy Tab S4,2019-11-19,2019-11-01,17,android 9.0baseband version:t837tuvs4bsk1,2018,8,2019,2.0,31.0
T-Mobile,Samsung,Galaxy Tab S6,2019-12-10,2019-11-01,38,android 9.0baseband version:t867usqs2ask3,2019,8,2019,,
T-Mobile,Sony,Sony Xperia Z1S,2015-09-28,2015-09-01,26,android version 5.0.2baseband version: 14.5.b.0.247  ,2014,1,2015,,
T-Mobile,Sony,Xperia Z3,2015-09-28,2015-09-01,26,23.1.c.0.399android version 5.0.2software version 23.1.c.0.399,2014,9,2015,,
T-Mobile,ZTE,Avid Plus,2016-11-16,2016-11-01,14,android version 5.1.1baseband version: z828v1.0.0b16,2016,1,2016,,
T-Mobile,ZTE,Avid Plus,2017-08-20,2017-08-01,18,android version 5.1.1baseband version: v1.0.0b18,2016,1,2017,8.0,277.0
T-Mobile,ZTE,Avid Trio,2017-07-17,2017-07-01,15,android version 6.0.1baseband version:z833v1.0.0b03,2016,11,2017,,
T-Mobile,ZTE,Concord II,2016-02-05,2016-02-01,3,android 4.3baseband version: z730v1.0.0b20,2014,5,2016,,
T-Mobile,ZTE,Obsidian,2016-02-23,2016-02-01,21,android version 5.1baseband version: z820v1.0.0b28,2015,8,2016,,
T-Mobile,ZTE,Obsidian,2016-05-30,2016-05-01,28,android version 5.1baseband version: z820v1.0.0b29,2015,8,2016,2.0,97.0
T-Mobile,ZTE,Obsidian,2018-11-28,2018-11-01,26,android version 5.1baseband version: z820v1.0.0b30,2015,8,2018,31.0,912.0
T-Mobile,ZTE,ZMAX,2015-09-01,2015-09-01,-1,android version 4.4.2software version z970v1.0.0b33,2014,9,2015,,
T-Mobile,ZTE,ZMAX,2016-05-23,2016-05-01,21,android version 4.4.2software version z970v1.0.0b34,2014,9,2016,7.0,265.0
T-Mobile,ZTE,ZMAX,2016-11-16,2016-11-01,14,android version 4.4.2software version z970v1.0.0b35,2014,9,2016,5.0,177.0
T-Mobile,ZTE,ZMAX Pro,2016-11-21,2016-11-01,19,android 6.0.1build number: tmo_z981v1.0.0b07,2016,7,2016,,
T-Mobile,ZTE,ZMAX Pro,2017-05-15,2017-03-01,74,android 6.0.1build number: tmo_z981v1.0.0b13,2016,7,2017,3.0,175.0
T-Mobile,ZTE,ZMAX Pro,2017-09-26,2017-09-01,24,android 6.0.1build number: tmo_z981v1.0.0b14,2016,7,2017,5.0,134.0
T-Mobile,ZTE,Zinger,2015-11-30,2015-11-01,28,android 4.4.2baseband version: z667tv1.0.0b09,2014,10,2015,,
T-Mobile,ZTE,Zinger,2016-05-30,2016-05-01,28,android 4.4.2baseband version: z667tv1.0.0.b10,2014,10,2016,5.0,182.0
T-Mobile,ZTE,Zinger,2016-11-15,2016-11-01,13,android 4.4.2baseband version: z667tv1.0.0.b11,2014,10,2016,5.0,169.0
Verizon,ASUS,ZenFone AR,2017-10-23,2017-09-01,51,,2017,6,2017,,
Verizon,ASUS,ZenFone AR,2018-04-16,2018-03-01,45,,2017,6,2018,5.0,175.0
Verizon,ASUS,ZenFone AR,2018-04-16,2018-04-01,14, v3.8.1 v3.8.1,2017,6,2018,0.0,0.0
Verizon,ASUS,ZenFone AR,2018-09-14,2018-06-01,104,,2017,6,2018,1.0,151.0
Verizon,ASUS,ZenFone AR,2018-09-14,2018-09-01,12, v3.8.3 v3.8.3,2017,6,2018,2.0,0.0
Verizon,ASUS,ZenFone V,2018-05-14,2018-04-01,42,,2017,9,2018,,
Verizon,ASUS,ZenFone V,2018-05-14,2018-05-01,12, V3.4.2 V3.4.2,2017,9,2018,0.0,0.0
Verizon,ASUS,ZenFone V Live,2018-04-17,2018-02-01,74,,2017,11,2018,,
Verizon,ASUS,ZenFone V Live,2018-10-02,2018-08-01,61,,2017,11,2018,5.0,168.0
Verizon,ASUS,ZenFone V Live,2018-10-02,2018-10-01,0, V15.0405.1808.30 V15.0405.1808.30,2017,11,2018,1.0,0.0
Verizon,ASUS,ZenFone V Live,2019-01-24,2018-12-01,53,,2017,11,2018,1.0,114.0
Verizon,ASUS,ZenPad Z10,2018-06-01,2018-01-01,150,,2016,10,2018,,
Verizon,ASUS,ZenPad Z8,2018-02-15,2018-01-01,44,,2016,6,2018,,
Verizon,ASUS,ZenPad Z8,2018-02-15,2018-02-01,13, V5.4.5 V5.4.5,2016,6,2018,0.0,0.0
Verizon,ASUS,ZenPad Z8s,2017-10-27,2017-09-01,55,,2017,8,2017,,
Verizon,ASUS,ZenPad Z8s,2017-10-27,2017-10-01,25, V3.7.3 V3.7.3,2017,8,2017,0.0,0.0
Verizon,ASUS,ZenPad Z8s,2018-02-08,2018-01-01,37,,2017,8,2018,2.0,104.0
Verizon,ASUS,ZenPad Z8s,2018-02-08,2018-02-01,6, V3.7.4 V3.7.4,2017,8,2018,0.0,0.0
Verizon,Alcatel,Avalon,2019-09-17,2019-08-01,46,,2019,4,2019,,
Verizon,BlackBerry,Classic,2018-06-01,2018-06-01,-1,,2014,12,2018,,
Verizon,BlackBerry,PRIV,2017-11-15,2017-11-01,13, AAQ281 AAQ281,2015,10,2017,,
Verizon,BlackBerry,PRIV,2018-05-22,2018-05-01,20, AAV985 AAV985,2015,10,2018,5.0,188.0
Verizon,BlackBerry,Z10,2018-06-01,2018-06-01,-1,,2013,1,2018,,
Verizon,BlackBerry,Z30,2018-06-01,2018-06-01,-1,,2013,10,2018,,
Verizon,Google,Pixel,2019-05-06,2019-05-01,4,,2016,10,2019,,
Verizon,Google,Pixel,2019-09-03,2019-09-01,1,,2016,10,2019,3.0,120.0
Verizon,Google,Pixel,2019-10-07,2019-10-01,5,,2016,10,2019,0.0,34.0
Verizon,Google,Pixel,2019-12-02,2019-12-01,0,,2016,10,2019,1.0,56.0
Verizon,Google,Pixel 2,2019-05-06,2019-05-01,4,,2017,10,2019,,
Verizon,Google,Pixel 2,2019-08-05,2019-08-01,3, PQ3A.190801.002 PQ3A.190801.002,2017,10,2019,2.0,91.0
Verizon,Google,Pixel 2,2019-09-03,2019-09-01,1, QP1A.190711.020 QP1A.190711.020,2017,10,2019,0.0,29.0
Verizon,Google,Pixel 2,2019-10-07,2019-10-01,5,,2017,10,2019,0.0,34.0
Verizon,Google,Pixel 2,2019-11-04,2019-11-01,2,,2017,10,2019,0.0,28.0
Verizon,Google,Pixel 2 XL,2019-05-06,2019-05-01,4,,2017,10,2019,,
Verizon,Google,Pixel 2 XL,2019-08-05,2019-08-01,3, PQ3A.190801.002 PQ3A.190801.002,2017,10,2019,2.0,91.0
Verizon,Google,Pixel 2 XL,2019-09-03,2019-09-01,1, QP1A.190711.020 QP1A.190711.020,2017,10,2019,0.0,29.0
Verizon,Google,Pixel 2 XL,2019-10-07,2019-10-01,5,,2017,10,2019,0.0,34.0
Verizon,Google,Pixel 2 XL,2019-11-04,2019-11-01,2,,2017,10,2019,0.0,28.0
Verizon,Google,Pixel 2 XL,2019-12-02,2019-12-01,0,,2017,10,2019,0.0,28.0
Verizon,Google,Pixel 3,2019-05-06,2019-05-01,4,,2018,11,2019,,
Verizon,Google,Pixel 3,2019-09-03,2019-09-01,1, QP1A.190711.020 QP1A.190711.020,2018,11,2019,3.0,120.0
Verizon,Google,Pixel 3,2019-10-07,2019-10-01,5,,2018,11,2019,0.0,34.0
Verizon,Google,Pixel 3,2019-11-04,2019-11-01,2,,2018,11,2019,0.0,28.0
Verizon,Google,Pixel 3,2019-12-02,2019-12-01,0,,2018,11,2019,0.0,28.0
Verizon,Google,Pixel 3 XL,2019-05-06,2019-05-01,4,,2018,11,2019,,
Verizon,Google,Pixel 3 XL,2019-09-03,2019-09-01,1, QP1A.190711.020 QP1A.190711.020,2018,11,2019,3.0,120.0
Verizon,Google,Pixel 3 XL,2019-10-07,2019-10-01,5,,2018,11,2019,0.0,34.0
Verizon,Google,Pixel 3 XL,2019-11-04,2019-11-01,2,,2018,11,2019,0.0,28.0
Verizon,Google,Pixel 3 XL,2019-12-02,2019-12-01,0,,2018,11,2019,0.0,28.0
Verizon,Google,Pixel 3a,2019-09-03,2019-09-01,1, QP1A.190711.020 QP1A.190711.020,2019,5,2019,,
Verizon,Google,Pixel 3a,2019-10-07,2019-10-01,5,,2019,5,2019,0.0,34.0
Verizon,Google,Pixel 3a,2019-11-04,2019-11-01,2,,2019,5,2019,0.0,28.0
Verizon,Google,Pixel 3a,2019-12-02,2019-12-01,0,,2019,5,2019,0.0,28.0
Verizon,Google,Pixel 3a XL,2019-09-03,2019-09-01,1, QP1A.190711.020 QP1A.190711.020,2019,5,2019,,
Verizon,Google,Pixel 3a XL,2019-10-07,2019-10-01,5,,2019,5,2019,0.0,34.0
Verizon,Google,Pixel 3a XL,2019-11-04,2019-11-01,2,,2019,5,2019,0.0,28.0
Verizon,Google,Pixel 3a XL,2019-12-02,2019-12-01,0,,2019,5,2019,0.0,28.0
Verizon,Google,Pixel 4,2019-10-21,2019-10-01,19,,2019,10,2019,,
Verizon,Google,Pixel 4,2019-11-04,2019-11-01,2,,2019,10,2019,0.0,14.0
Verizon,Google,Pixel 4,2019-12-09,2019-12-01,7,,2019,10,2019,0.0,35.0
Verizon,Google,Pixel 4 XL,2019-10-21,2019-10-01,19,,2019,10,2019,,
Verizon,Google,Pixel 4 XL,2019-11-04,2019-11-01,2,,2019,10,2019,0.0,14.0
Verizon,Google,Pixel 4 XL,2019-12-09,2019-12-01,7,,2019,10,2019,0.0,35.0
Verizon,Google,Pixel XL,2019-05-06,2019-05-01,4,,2016,10,2019,,
Verizon,Google,Pixel XL,2019-09-03,2019-09-01,1,,2016,10,2019,3.0,120.0
Verizon,Google,Pixel XL,2019-10-07,2019-10-01,5,,2016,10,2019,0.0,34.0
Verizon,Google,Pixel XL,2019-12-02,2019-12-01,0,,2016,10,2019,1.0,56.0
Verizon,HTC,10,2017-12-15,2017-11-01,43,,2016,4,2017,,
Verizon,HTC,10,2017-12-15,2017-12-01,13, 2.41.605.36 2.41.605.36,2016,4,2017,0.0,0.0
Verizon,HTC,10,2018-04-12,2018-01-01,100,,2016,4,2018,0.0,118.0
Verizon,HTC,Desire 526,2017-09-06,2017-07-01,66,,2015,8,2017,,
Verizon,HTC,Desire 526,2017-09-06,2017-09-01,4, 0.10.C113251011@50613 0.10.C113251011@50613,2015,8,2017,1.0,0.0
Verizon,HTC,Desire 530,2017-09-29,2017-08-01,58,,2016,3,2017,,
Verizon,HTC,Desire 626,2017-05-15,2017-05-01,13,,2015,3,2017,,
Verizon,HTC,HTC One,2015-12-15,2015-12-01,13,,2013,3,2015,,
Verizon,HTC,One M9,2018-01-19,2017-11-01,78,,2015,3,2017,,
Verizon,KYOCERA,DuraForce PRO 2,2019-06-18,2019-04-01,77, 3.516VZ 3.516VZ,2018,11,2019,,
Verizon,KYOCERA,DuraForce PRO 2,2019-07-22,2019-06-01,50, 3.605VZ 3.605VZ,2018,11,2019,1.0,34.0
Verizon,KYOCERA,DuraForce PRO 2,2019-08-26,2019-08-01,24, 3.708VZ 3.708VZ,2018,11,2019,1.0,35.0
Verizon,Kyocera,Cadence,2018-03-02,2018-03-01,0, 1.420VZ 1.420VZ,2017,9,2018,,
Verizon,Kyocera,DuraForce PRO 2,2019-02-01,2019-01-01,30,,2018,11,2019,,
Verizon,Kyocera,DuraForce PRO 2,2019-03-18,2019-02-01,44,,2018,11,2019,0.0,45.0
Verizon,Kyocera,DuraForce PRO 2,2019-04-29,2019-04-01,27,,2018,11,2019,1.0,42.0
Verizon,Kyocera,DuraForce PRO 2,2019-08-26,2019-08-01,24,,2018,11,2019,3.0,119.0
Verizon,Kyocera,DuraForce PRO 2,2019-10-28,2019-09-01,56,,2018,11,2019,0.0,63.0
Verizon,Kyocera,DuraForce PRO 2,2019-11-25,2019-11-01,23,,2018,11,2019,1.0,28.0
Verizon,Kyocera,DuraForce PRO with Sapphire Shield,2018-06-14,2018-05-01,43,,2016,9,2018,,
Verizon,Kyocera,DuraForce PRO with Sapphire Shield,2018-08-15,2018-08-01,13,,2016,9,2018,2.0,62.0
Verizon,Kyocera,DuraForce PRO with Sapphire Shield,2018-12-04,2018-11-01,32,,2016,9,2018,2.0,111.0
Verizon,Kyocera,DuraForce PRO with Sapphire Shield,2018-12-04,2018-12-01,2, 5.572VZ 5.572VZ,2016,9,2018,0.0,0.0
Verizon,Kyocera,LTE,2019-12-09,2019-12-01,7,,2017,9,2019,,
Verizon,LG,Exalt LTE,2018-12-17,2018-12-01,15,,2017,6,2018,,
Verizon,LG,Exalt LTE,2019-04-05,2019-04-01,3,,2017,6,2019,3.0,109.0
Verizon,LG,G Pad 10.1,2017-05-30,2017-05-01,28,,2014,5,2017,,
Verizon,LG,G Pad 10.1 LTE,2017-05-30,2017-05-01,28,,2014,7,2017,,
Verizon,LG,G Pad 7.0,2017-05-03,2017-05-01,1,,2014,6,2017,,
Verizon,LG,G Pad 7.0 LTE,2017-05-03,2017-05-01,1,,2014,8,2017,,
Verizon,LG,G Pad 8.3,2017-03-30,2017-03-01,28,,2013,10,2017,,
Verizon,LG,G Pad X8.3,2017-03-08,2017-03-01,6,,2015,5,2017,,
Verizon,LG,G Vista,2017-05-02,2017-05-01,0,,2014,8,2017,,
Verizon,LG,G2,2015-11-02,2015-11-01,0,,2013,9,2015,,
Verizon,LG,G3,2017-02-28,2017-02-01,26,,2014,5,2017,,
Verizon,LG,G3,2017-04-11,2017-04-01,9,,2014,5,2017,1.0,42.0
Verizon,LG,G4,2017-06-06,2017-06-01,4,,2015,4,2017,,
Verizon,LG,G5,2018-03-20,2018-03-01,18,,2016,4,2018,,
Verizon,LG,G5,2018-09-21,2018-08-01,50,,2016,4,2018,4.0,185.0
Verizon,LG,G5,2018-10-25,2018-10-01,23, VS98730b VS98730b,2016,4,2018,1.0,34.0
Verizon,LG,G6,2018-11-30,2018-11-01,28,,2017,3,2018,,
Verizon,LG,G6,2019-01-15,2018-12-01,44,,2017,3,2018,0.0,46.0
Verizon,LG,G6,2019-02-18,2019-02-01,16,,2017,3,2019,1.0,34.0
Verizon,LG,G6,2019-07-24,2019-05-01,83,,2017,3,2019,2.0,156.0
Verizon,LG,G6,2019-09-24,2019-08-01,53,,2017,3,2019,2.0,62.0
Verizon,LG,G8 ThinQ,2019-04-24,2019-04-01,22,,2019,4,2019,,
Verizon,LG,G8 ThinQ,2019-07-26,2019-06-01,54,,2019,4,2019,1.0,93.0
Verizon,LG,G8 ThinQ,2019-10-04,2019-09-01,32,,2019,4,2019,2.0,70.0
Verizon,LG,G8 ThinQ,2019-11-22,2019-10-01,51,,2019,4,2019,0.0,49.0
Verizon,LG,K20 V,2018-12-20,2018-12-01,18,,2017,3,2018,,
Verizon,LG,K20 V,2019-02-14,2019-01-01,43,,2017,3,2019,0.0,56.0
Verizon,LG,K20 V,2019-03-20,2019-03-01,18,,2017,3,2019,1.0,34.0
Verizon,LG,K4,2018-02-19,2018-02-01,17,,2016,2,2018,,
Verizon,LG,K4,2018-04-23,2018-04-01,21,,2016,2,2018,1.0,63.0
Verizon,LG,K8 V,2018-03-21,2018-03-01,19,,2016,6,2018,,
Verizon,LG,K8 V,2018-05-07,2018-04-01,35,,2016,6,2018,0.0,47.0
Verizon,LG,K8 V,2018-05-07,2018-05-01,5, VS50020i VS50020i,2016,6,2018,0.0,0.0
Verizon,LG,LG G7 ThinQ,2019-01-24,2018-12-01,53,,2018,5,2018,,
Verizon,LG,LG G7 ThinQ,2019-03-04,2019-02-01,30,,2018,5,2019,1.0,39.0
Verizon,LG,LG G7 ThinQ,2019-04-12,2019-03-01,41,,2018,5,2019,0.0,39.0
Verizon,LG,LG G7 ThinQ,2019-06-04,2019-04-01,63, G710VM20a G710VM20a,2018,5,2019,0.0,53.0
Verizon,LG,LG G7 ThinQ,2019-06-21,2019-05-01,50,,2018,5,2019,0.0,17.0
Verizon,LG,LG G7 ThinQ,2019-09-06,2019-08-01,35,,2018,5,2019,2.0,77.0
Verizon,LG,LG G7 ThinQ,2019-11-01,2019-10-01,30,,2018,5,2019,1.0,56.0
Verizon,LG,LG Stylo 2 V,2018-07-20,2018-07-01,18,,2016,4,2018,,
Verizon,LG,LG Stylo 2 V,2018-09-20,2018-09-01,18,,2016,4,2018,1.0,62.0
Verizon,LG,LG Stylo 2 V,2019-11-20,2019-10-01,49,,2016,4,2019,13.0,426.0
Verizon,LG,LG Stylo 5,2019-10-03,2019-09-01,31,,2019,6,2019,,
Verizon,LG,LG Stylo 5,2019-12-02,2019-10-01,61,,2019,6,2019,0.0,60.0
Verizon,LG,Lucid3,2015-10-08,2015-10-01,6,,2014,4,2015,,
Verizon,LG,Optimus Zone 3,2017-10-10,2017-09-01,38,,2016,1,2017,,
Verizon,LG,Optimus Zone 3,2017-10-10,2017-10-01,8, VS425PP9 VS425PP9,2016,1,2017,0.0,0.0
Verizon,LG,V10,2017-08-30,2017-08-01,28,,2015,10,2017,,
Verizon,LG,V10,2018-01-16,2017-12-01,45,,2015,10,2017,3.0,139.0
Verizon,LG,V20,2018-09-17,2018-08-01,46,,2016,10,2018,,
Verizon,LG,V20,2018-10-18,2018-10-01,16,,2016,10,2018,1.0,31.0
Verizon,LG,V20,2018-11-14,2018-11-01,12, VS99520c VS99520c,2016,10,2018,0.0,27.0
Verizon,LG,V30,2019-01-18,2019-01-01,16,,2017,9,2019,,
Verizon,LG,V30,2019-02-18,2019-02-01,16,,2017,9,2019,0.0,31.0
Verizon,LG,V30,2019-03-21,2019-03-01,19,,2017,9,2019,0.0,31.0
Verizon,LG,V30,2019-05-31,2019-05-01,29,,2017,9,2019,1.0,71.0
Verizon,LG,V30,2019-07-05,2019-06-01,33,,2017,9,2019,0.0,35.0
Verizon,LG,V30,2019-09-13,2019-08-01,42,,2017,9,2019,1.0,70.0
Verizon,LG,V40 ThinQ,2018-11-14,2018-10-01,43,,2018,10,2018,,
Verizon,LG,V40 ThinQ,2019-01-30,2018-12-01,59,,2018,10,2018,1.0,77.0
Verizon,LG,V40 ThinQ,2019-03-04,2019-02-01,30,,2018,10,2019,1.0,33.0
Verizon,LG,V40 ThinQ,2019-05-24,2019-04-01,52, V405UA20a V405UA20a,2018,10,2019,1.0,81.0
Verizon,LG,V40 ThinQ,2019-06-21,2019-05-01,50,,2018,10,2019,0.0,28.0
Verizon,LG,V40 ThinQ,2019-09-24,2019-08-01,53,,2018,10,2019,2.0,95.0
Verizon,LG,V40 ThinQ,2019-11-01,2019-10-01,30,,2018,10,2019,1.0,38.0
Verizon,LG,V50 ThinQ 5G,2019-07-16,2019-07-01,14, V450VM10e V450VM10e,2019,5,2019,,
Verizon,LG,V50 ThinQ 5G,2019-08-29,2019-08-01,27,,2019,5,2019,0.0,44.0
Verizon,LG,V50 ThinQ 5G,2019-10-24,2019-10-01,22,,2019,5,2019,1.0,56.0
Verizon,LG,Watch Urbane 2nd Edition,2016-12-19,2016-12-01,17,,2016,3,2016,,
Verizon,LG,ZONE 4,2018-12-17,2018-11-01,45,,2018,3,2018,,
Verizon,LG,ZONE 4,2019-01-23,2019-01-01,21,,2018,3,2019,1.0,37.0
Verizon,LG,ZONE 4,2019-03-28,2019-03-01,26,,2018,3,2019,1.0,64.0
Verizon,LG,ZONE 4,2019-05-28,2019-05-01,26, X210VPP13a X210VPP13a,2018,3,2019,1.0,61.0
Verizon,LG,ZONE 4,2019-07-17,2019-07-01,15,,2018,3,2019,1.0,50.0
Verizon,LG,ZONE 4,2019-09-18,2019-09-01,16,,2018,3,2019,1.0,63.0
Verizon,LG,ZONE 4,2019-12-11,2019-11-01,39,,2018,3,2019,1.0,84.0
Verizon,Motorola,DROID MAXX 2,2018-02-08,2017-12-01,68,,2015,10,2017,,
Verizon,Motorola,Droid Mini,2016-05-05,2016-05-01,3,,2013,8,2016,,
Verizon,Motorola,Droid Turbo,2017-03-01,2017-03-01,-1,,2014,10,2017,,
Verizon,Motorola,Droid Turbo 2,2017-11-16,2017-08-01,106,,2015,10,2017,,
Verizon,Motorola,Droid Turbo 2,2017-11-16,2017-10-01,45,,2015,10,2017,1.0,0.0
Verizon,Motorola,Moto G4 Play,2018-03-23,2018-03-01,21,,2016,8,2018,,
Verizon,Motorola,Moto G4 Play,2018-05-29,2018-04-01,57,,2016,8,2018,0.0,67.0
Verizon,Motorola,Moto G4 Play,2018-05-29,2018-05-01,27, NPI26.48-43 NPI26.48-43,2016,8,2018,0.0,0.0
Verizon,Motorola,Moto G4 Play,2018-06-28,2018-06-01,26,,2016,8,2018,0.0,30.0
Verizon,Motorola,Moto X,2016-05-16,2016-05-01,14,,2013,8,2016,,
Verizon,Motorola,Moto X (2nd Gen.),2016-11-18,2016-11-01,16,,2014,9,2016,,
Verizon,Motorola,Moto Z (2) Force,2018-11-30,2018-11-01,28,,2017,8,2018,,
Verizon,Motorola,Moto Z (2) Force,2019-01-23,2019-01-01,21,,2017,8,2019,1.0,54.0
Verizon,Motorola,Moto Z (2) Force,2019-04-30,2019-02-01,87,,2017,8,2019,0.0,97.0
Verizon,Motorola,Moto Z (2) Force,2019-07-29,2019-06-01,57,,2017,8,2019,3.0,90.0
Verizon,Motorola,Moto Z (2) play,2018-12-27,2018-12-01,25,,2017,6,2018,,
Verizon,Motorola,Moto Z (2) play,2019-02-22,2019-02-01,20,,2017,6,2019,1.0,57.0
Verizon,Motorola,Moto Z (2) play,2019-08-21,2019-06-01,80,,2017,6,2019,3.0,180.0
Verizon,Motorola,Moto Z Droid Edition,2018-06-18,2018-05-01,47,,2016,9,2018,,
Verizon,Motorola,Moto Z Droid Edition,2018-07-25,2018-07-01,23,,2016,9,2018,1.0,37.0
