Manufacture,Model,Software_Version,Release_Date,Method,Description,filename,Android_Level_Guessed,Bulletin_Level,difference
Samsung,Galaxy S9,G960USQU3ARIC,2018-10-19,Available OTA + OEM Tool,october 1st security patch,output310.txt,True,2018-10-01,18
Samsung,Galaxy S9,G960USQU3BRK3,2018-12-17,Available OTA,december 2018 android security patch level,output337.txt,False,2018-12-01,16
Samsung,Galaxy S9,G960USQS3CSAG,2019-02-27,Available OTA,android security patch level february 2019,output388.txt,False,2019-02-01,26
Samsung,Galaxy S9,G960USQU4CSC7,2019-04-08,Available OTA,android security patch level march 2019 and bug fixes.,output415.txt,False,2019-03-01,38
Samsung,Galaxy S9,G960USQU4CSC8,2019-04-17,Available OTA,april 1 security patches,output424.txt,True,2019-04-01,16
Samsung,Galaxy S9+,G965USQU2ARE6,2018-06-05,Available Over the Air + OEM Tool,march to may 2018 security updates and other bug fixes.,output266.txt,False,2018-05-01,35
Samsung,Galaxy S9+,G965USQS2ARF4,2018-06-21,Available Over the Air + OEM Tool,maintenance release includes security patches from march - june 2018 as well as the iris recognition fix and ufs fix.,output275.txt,False,2018-06-01,20
Samsung,Galaxy S9+,G965USQU3ARI4,2018-09-20,Available OTA + OEM Tool,september android security patch,output300.txt,True,2018-09-01,19
Samsung,Galaxy S9+,G960USQU3BRK3,2018-12-17,Available OTA,december 2018 android security patch level and performance enhancements.,output338.txt,False,2018-12-01,16
Samsung,Galaxy S9+,G965USQS3CSAG,2019-02-27,Available OTA,android security patch level february 2019,output389.txt,False,2019-02-01,26
Samsung,Galaxy S9+,G965USQS4CSC8,2019-04-17,Available OTA,android security patch level april 2019,output425.txt,False,2019-04-01,16
Samsung,Galaxy S9+,G965USQS7CSJ7,2019-11-14,Available Over the Air,android security patch november 2019,output498.txt,False,2019-11-01,13
Samsung,Galaxy Tab 4,T237PVPS1BPF1,2016-07-13,nan,google security patch maintenance release ,output102.txt,True,2016-07-01,12
Samsung,Galaxy Tab A 10.5,T597PVPU1ASA2,2018-02-04,Available OTA + OEM Tool,november - january google security patch,output369.txt,True,2018-01-01,34
Samsung,Galaxy Tab A 10.5,T597PVPS1ASD1,2019-05-03,Available OTA + OEM Tool,quarterly security patch update.,output431.txt,True,2019-05-01,2
Samsung,Galaxy Tab A 8.0,T387PVPU1ARH6,2018-10-03,Available OTA,september security patch and other enhancements,output306.txt,True,2018-09-01,32
Samsung,Galaxy Tab A 8.0,T387PVPU1ASA5,2019-02-18,Available OTA,updated to android security patch level january 2019 and bug fixes.,output390.txt,False,2019-01-01,48
Samsung,Galaxy Tab E,T377PVPU1BPE6,2016-06-29,nan,android 6.0.1 m os updatesecurity patches (11/2015 ~ 5/2016),output98.txt,True,2016-06-01,28
Samsung,Galaxy Tab S,T807PVPT1BOJ4,2015-11-18,nan,battery performance improvementsgoogle security patch: stagefright,output7.txt,True,2015-11-01,17
Samsung,Galaxy Tab S,T807PVPU1BOL3,2016-12-30,nan,november / december google security patch,output25.txt,True,2016-12-01,29
Samsung,Galaxy Tab S2,T817PVPU1AOJS,2015-11-11,nan,battery performance improvementsgoogle security patch: stagefright,output5.txt,True,2015-11-01,10
Samsung,Galaxy Tab S4,T387PVPU1ASBK,2018-02-18,Available OTA,android security patch level february bug fixes and performance enhancements,output391.txt,True,2018-02-01,17
Slate,8 Tablet,NKS.01.45.00.04,2015-11-18,nan,bug fixes and stability improvementsgoogle security patch: stagefright,output6.txt,True,2015-11-01,17
Slate,Slate 10,NKJ.01.16.02.04,2016-05-11,nan,google security patchuicc handling improvementscamera improvementsled indicator improvement,output69.txt,True,2016-05-01,10
Slate,Slate 8,NKS.02.16.03.04,2016-05-11,nan,google security patchuicc handling improvementscamera improvementsled indicator improvement,output70.txt,True,2016-05-01,10
Sonim,XP8,8A.0.0-03-7.1.1-29.20.00,2019-01-31,Available OTA,includes android security patch level january 2019 and bug fixes,output374.txt,False,2019-01-01,30
Sonim,XP8,8A.0.0-03-7.1.1-29.22.00,2019-05-06,Available OTA,google security patch,output465.txt,True,2019-05-01,5
